title,year,genres,duration,directors,actors,rating
tt1282046,2011,"Drama, History, War",100,"nm0993496, nm0941708","nm0000655, nm0993496, nm0960912",5.9
tt0177978,1998,Drama,94,nm0252046,"nm0257414, nm0115152, nm0001397",4.9
tt4935372,2015,"Drama, Horror, Thriller",79,nm2015237,"nm0256121, nm0032375, nm0898546",6.4
tt0029660,1937,"Adventure, Crime, Drama",70,nm0287988,"nm0000048, nm0276066, nm0065288",6.9
tt0062194,1967,"Romance, Western",98,nm0624809,"nm0853079, nm0263496, nm0554578",6.4
tt0027686,1936,"Comedy, Musical, Romance",101,nm0045800,"nm0694090, nm0000951, nm0268225, nm0602005",6.5
tt0417001,2005,"Comedy, Romance",98,nm0325204,"nm0000178, nm0000131, nm0001610",5.9
tt0799951,2007,Action,90,nm0006685,"nm0001709, nm0001590, nm0392913",4.0
tt0111689,1994,"Comedy, Drama, Romance",91,nm0006888,"nm0798076, nm0006888",7.2
tt0138289,1998,"Action, Drama, Thriller",109,nm0225416,"nm0005524, nm0500969, nm0000515",5.9
tt1705113,2012,"Biography, Drama, Horror",93,nm1416389,"nm3169859, nm1775386",6.1
tt0332047,2005,"Comedy, Drama, Romance",104,"nm0268370, nm0268380","nm0000106, nm0266422, nm1555151",6.2
tt0042426,1950,Western,104,nm0287931,"nm0668362, nm0281766, nm0641454, nm0327089",6.0
tt0457488,2006,Drama,88,nm1628126,"nm1372713, nm0005297, nm0359623, nm1426298",4.7
tt0052376,1961,"Drama, War",81,nm0867747,"nm0750968, nm0057637, nm0867747, nm0199023",6.2
tt3892172,2018,Drama,109,nm0335138,"nm5057169, nm3244731",7.2
tt4720596,2017,"Mystery, Sci-Fi, Thriller",90,nm3611504,nm0960912,4.8
tt0068337,1972,"Crime, Mystery, Thriller",101,nm0001175,"nm0000336, nm0642198, nm0385757",6.2
tt8050266,2018,"Animation, Action, Adventure",78,nm2630870,"nm1304328, nm0996651, nm1689615, nm0224007",4.9
tt7550000,2020,"Action, Crime, Sci-Fi",113,"nm1160962, nm1413364","nm0004937, nm0330687, nm6195774",6.0
tt0065602,1969,"Crime, Drama",93,nm0858379,"nm3917514, nm0160587, nm0623783",4.6
tt0034902,1942,"Action, Adventure, Romance",81,nm0547446,"nm0557314, nm0355756, nm0000048",6.1
tt4278806,2014,Thriller,84,nm6977318,"nm3889400, nm6977320, nm1931870",3.4
tt0046556,1953,Western,90,nm0245385,"nm0526184, nm0002046, nm0869429",6.7
tt0293557,1988,"Comedy, Sport",90,nm0622500,"nm0584689, nm1036577, nm0416551",1.4
tt0131449,1976,Horror,85,nm0612803,"nm0532736, nm0512740",4.4
tt0034269,1941,Western,93,nm0550892,"nm0390279, nm0001229, nm0872456, nm0051628",6.7
tt0048222,1955,Comedy,61,nm0064415,"nm0329832, nm0355653, nm0329827, nm0533692",6.4
tt7765778,2020,"Crime, Thriller",91,nm1479322,"nm3307748, nm8793369, nm8721925",6.4
tt1124035,2011,"Drama, Thriller",101,nm0000123,"nm0331516, nm0000123, nm0000450",7.1
tt0079806,1979,"Comedy, Drama",101,nm0950001,"nm0000746, nm0506466, nm3009989",6.5
tt0044125,1951,"Comedy, Romance",90,nm0910199,"nm0943837, nm2879063, nm0444476",6.2
tt0087788,1984,"Drama, Fantasy, Sci-Fi",105,nm0557789,"nm0001158, nm0000105, nm2611381",4.6
tt0430377,2002,"Animation, Biography, Drama",95,nm0723704,"nm0252832, nm0258268, nm1747300",7.5
tt0046186,1953,"Horror, Sci-Fi",73,nm0928644,"nm0178411, nm1180101, nm0010324, nm0921025, nm0484636",4.2
tt0368852,1966,Western,93,"nm0011727, nm0202297","nm5096977, nm0012227, nm0026035",6.8
tt2215285,2012,"Comedy, Crime, Drama",114,nm1347153,"nm1347153, nm0506405, nm0000612",4.9
tt0056796,1963,"Adventure, Comedy, Thriller",88,nm0145336,nm0358069,5.2
tt0085154,1983,"Drama, Romance, Sport",91,nm0152469,"nm0000129, nm0005266, nm0000670, nm0162541, nm0334048",5.9
tt5304688,2015,"Crime, Drama, Thriller",87,nm0132414,nm1865462,4.9
tt0481797,2007,"Drama, Fantasy, Mystery",124,nm0000338,"nm0000619, nm0487884, nm0004486, nm0377333",6.2
tt0097182,1989,"Drama, Romance",101,nm0860979,"nm0001541, nm0772116, nm0492649, nm0101668",5.6
tt0020253,1929,Drama,83,nm0886754,"nm0003895, nm0012395, nm0187981",6.9
tt0091763,1986,"Drama, War",120,nm0832089,"nm0202966, nm0001845, nm0005331, nm0001143, nm0001525",8.1
tt4452210,2016,"Drama, Horror, Romance",82,"nm2919204, nm2919665","nm3717395, nm0227178, nm4170840",4.4
tt1735350,2012,"Drama, Horror, Mystery",92,nm0482873,"nm2363065, nm4105491, nm2521854",4.2
tt0053742,1960,"Action, Adventure, Drama",105,nm0678928,"nm0000763, nm0281766",5.9
tt0050371,1957,"Drama, Music",126,nm0001415,"nm0341431, nm0623658, nm0290047",8.2
tt0022151,1931,"Drama, Comedy",80,nm0012317,"nm0002183, nm0035196, nm0543115",7.0
tt0377062,2004,"Action, Adventure, Drama",113,nm0601385,"nm0000598, nm0879085, nm0000610, nm0001584",6.1
tt0040872,1948,"Crime, Film-Noir, Romance",95,nm0712947,"nm0640732, nm0335048, nm0196247",7.5
tt0038854,1946,"Crime, Drama, Film-Noir",113,nm0307819,"nm0001805, nm0002092, nm0445523",7.5
tt1754589,2011,"Horror, Thriller",90,nm2213371,"nm1708649, nm2680299, nm1665603",3.8
tt0272020,2001,"Action, Drama, Thriller",131,nm0527109,"nm0000602, nm0001254, nm0749263, nm0123733",7.0
tt0044566,1952,Comedy,83,nm0083125,"nm0916067, nm0001677",6.8
tt0406158,2005,"Biography, Drama",99,nm0026862,"nm0000194, nm0000437",7.3
tt0372871,1960,"Family, Animation, Comedy",80,"nm0194018, nm0454790",nm0621699,7.0
tt0038123,1945,"Drama, Film-Noir",80,nm0802563,"nm0001695, nm0280242",6.8
tt6019394,2019,"Crime, Drama, Thriller",118,nm1353543,"nm5148840, nm2835835, nm8120298",3.9
tt0493395,2007,Drama,165,nm0524442,"nm0237237, nm1534201, nm0005416",6.1
tt0213690,2000,"Action, Drama",92,nm0295349,"nm0348186, nm0768815, nm0855728",3.4
tt0113627,1995,"Drama, Romance",111,nm0001214,"nm0000115, nm0000223, nm0001696, nm0507663, nm3551891",7.5
tt1043726,2014,"Action, Adventure, Fantasy",99,nm0001317,"nm1553725, nm4719349, nm0012078, nm1861467",4.2
tt5703038,2016,"Comedy, Fantasy, Horror",108,"nm1624943, nm1756590","nm1409906, nm3132908, nm8205474",5.1
tt0039702,1947,Mystery,62,nm0942007,"nm0193233, nm0042549, nm0421028, nm0083500, nm0330200",6.0
tt5770864,2017,"Drama, Fantasy, Sci-Fi",98,nm0770942,"nm0807900, nm0355088, nm3968418",5.3
tt0104735,1991,"Sci-Fi, Thriller",92,nm0543622,"nm0198419, nm7403863, nm0543622",5.0
tt0063800,1968,Comedy,94,nm0624809,"nm0751426, nm0001771, nm0001931, nm0926897",6.4
tt0964179,2009,"Drama, Music, Romance",88,nm1638639,"nm1552422, nm0944886, nm0427358",3.9
tt0098502,1989,"Action, Comedy, Fantasy",102,"nm0381230, nm0442207","nm0269793, nm0022658, nm0499294, nm0172635, nm0310847",4.4
tt1515208,2013,"Action, Drama, History",124,nm2005149,"nm1765073, nm1952567, nm1482510",6.4
tt7976208,2019,"Drama, Horror, Thriller",94,nm0268107,"nm0240381, nm1057932, nm1935905, nm1437733",2.8
tt0107131,1993,"Adventure, Comedy, Drama",84,nm0242271,"nm0017519, nm0076204",6.9
tt0030754,1938,"Adventure, Drama, Romance",65,nm0001843,"nm0263004, nm0092900, nm0127677",5.7
tt0037301,1944,"Drama, Horror, Romance",61,nm0419282,"nm0387556, nm0534317, nm0052435",5.0
tt0480268,2007,"Comedy, Drama, Romance",80,nm0001804,"nm0001804, nm0165101, nm1465817, nm2893329, nm0893620",5.8
tt0042343,1950,"Action, Crime, Drama",91,nm0505610,"nm0001229, nm0002024, nm0593612, nm0540416, nm0717203",6.8
tt8526872,2019,"Biography, Comedy, Drama",118,nm0108132,"nm0000552, nm1221047",7.3
tt0307453,2004,"Animation, Adventure, Comedy",90,"nm0074426, nm0421776","nm0810337, nm0000134, nm0000250, nm0085312",6.0
tt0198586,1999,"Drama, Thriller",90,nm0006809,"nm0001441, nm0005316, nm0239967",6.6
tt0101326,1990,"Action, Drama",99,nm0839233,"nm0001154, nm0103196, nm0095718, nm0018855",3.9
tt0245120,2001,"Action, Horror, Thriller",90,nm0136592,"nm0005445, nm0270451, nm0005232, nm0000628",5.3
tt4215810,2015,Thriller,89,nm5590177,"nm1160472, nm5622364, nm0098597, nm0040470",6.0
tt2256858,2012,"Comedy, Horror",93,nm1233190,"nm0351772, nm1389064, nm0121582, nm1455350, nm0004030",5.0
tt1591613,2007,"Comedy, Drama",90,"nm3360080, nm0135899","nm1997596, nm0001505, nm0728346, nm0001283, nm0287266",3.0
tt0105885,1992,"Drama, Romance",100,nm0237292,"nm0001650, nm0180984, nm0070599",6.3
tt0055571,1961,"Crime, Drama, Thriller",99,nm0002087,"nm0731772, nm0233828, nm0443000",7.4
tt1083470,2008,"Comedy, Family",90,nm2457463,"nm0004895, nm2124254",6.1
tt3685480,2015,"Comedy, Drama, Family",80,nm0302410,"nm1468541, nm0001235, nm0000707",7.0
tt2569298,2013,"Horror, Thriller",84,nm1231999,"nm0257598, nm0541932, nm0000183, nm2082499",4.3
tt1220890,2007,"Adventure, Horror",80,nm2981113,"nm2984655, nm2336182, nm1869592, nm2986023",4.0
tt0095904,1987,"Crime, Drama, Horror",102,nm0001317,"nm0001557, nm0001210, nm0809031",5.8
tt0057441,1963,"Action, Drama, War",92,nm0869427,"nm0294229, nm0000854, nm0557111",5.9
tt6428676,2019,"Animation, Adventure, Comedy",85,nm0113477,"nm6029853, nm0004950, nm0132637, nm0860380",5.8
tt0093483,1987,"Action, Drama, Thriller",92,nm0170113,"nm0000608, nm0731772, nm0573299, nm0001269",5.8
tt0325805,2003,"Comedy, Crime, Drama",116,nm0000631,nm0000115,7.3
tt0089822,1985,Comedy,87,"nm0661577, nm0797526","nm0000430, nm0807571, nm0333701, nm0935498",5.8
tt0036419,1942,"Biography, Drama",103,nm0226189,"nm0001336, nm0000859",6.6
tt0077272,1978,"Action, Drama, Mystery",111,nm0396421,"nm0000047, nm0001023, nm0001421",5.9
tt0146882,2000,"Comedy, Drama, Music",113,nm0001241,"nm0000131, nm0005013",7.5
tt0038956,1946,"Crime, Drama, Film-Noir",64,nm0059106,"nm0852710, nm0340706, nm0832065, nm0514344, nm0011038",6.5
tt2639336,2018,"Drama, Mystery, Thriller",98,nm0001403,"nm0001376, nm1631269, nm2140860, nm0675110, nm1865598",6.0
tt1438176,2011,"Comedy, Horror",106,nm0318916,"nm0947338, nm0268200, nm0001057",6.3
tt0116095,1996,"Drama, Horror, Mystery",107,nm0154819,"nm0000232, nm0000254, nm0001590, nm0000870, nm0336960",5.5
tt0024381,1933,Drama,84,nm0113284,"nm0000858, nm0371040, nm0000022",6.2
tt1399683,2010,"Drama, Mystery",100,nm0335138,"nm2225369, nm3493212, nm0724374",7.2
tt2671706,2016,Drama,139,nm0000243,"nm0000243, nm0205626, nm0376610",7.2
tt0033403,1941,"Comedy, Music",68,"nm0833965, nm0817035","nm0802325, nm0482121, nm0799982",6.7
tt0052847,1959,Comedy,95,nm0920862,"nm0000364, nm0201626",6.7
tt0049553,1956,"Crime, Drama, Film-Noir",89,nm0788058,"nm0000064, nm0565211, nm0751086",6.5
tt1244754,2010,"Biography, Crime, Drama",107,nm0001282,"nm0005476, nm0005377",7.2
tt0051844,1959,"Drama, War",84,nm0237424,"nm2879063, nm0558663, nm0948685",5.9
tt0089539,1985,"Comedy, Crime, Mystery",105,nm0796477,"nm0385976, nm0000356",4.7
tt0083798,1982,"Comedy, Crime, Mystery",88,nm0005348,"nm0000188, nm0001829",6.9
tt1821549,2013,"Adventure, Comedy, Drama",115,nm0668247,"nm0001136, nm0287182, nm0820053, nm0644022",7.7
tt0102757,1991,"Drama, Mystery",100,nm0866062,"nm0000211, nm0141219, nm0000872",6.2
tt1151922,2009,"Comedy, Romance",90,"nm1199107, nm2222515","nm1199107, nm2222515, nm0018161",5.0
tt0079228,1979,Drama,105,nm0159007,"nm0382391, nm0000587, nm1034909",5.7
tt0031630,1939,"Action, Adventure, Drama",62,nm2633477,"nm0639563, nm0883922, nm0000748",6.4
tt1979320,2013,"Action, Biography, Drama",123,nm0000165,"nm1165110, nm0117709",8.1
tt0096921,1989,"Sci-Fi, Drama",88,nm0764545,"nm0000640, nm0000225",5.2
tt3309874,2018,Comedy,92,nm0714935,"nm1889973, nm0020739, nm3010903",3.6
tt0064179,1969,"Comedy, Drama",94,nm0005348,"nm0001813, nm0497891, nm0001682",6.7
tt0416236,2008,"Action, Adventure, Drama",96,nm1088717,"nm0383603, nm0000571, nm0000560",6.5
tt0051083,1957,"Drama, War",96,nm0001500,"nm0001847, nm0000865, nm0584335",7.3
tt0285462,2002,Comedy,94,nm0622240,"nm0000421, nm0764445, nm0761052",4.9
tt0117188,1996,"Action, Crime, Drama",86,nm0528420,"nm0000448, nm0000238, nm0668271, nm0374757, nm0341240",4.3
tt0026292,1935,Comedy,73,nm0124878,"nm3283577, nm0000992, nm0804375, nm0001359, nm0866558",6.7
tt0063483,1968,"Drama, Romance",101,nm0000056,"nm0940946, nm0647921, nm0364299",7.3
tt0054483,1960,"Drama, Romance",126,nm0703689,"nm0390279, nm0477088, nm0843401",7.1
tt2257816,2013,"Action, Drama, Family",97,nm0213100,"nm0001434, nm0272706, nm1319098, nm3990775",5.0
tt1986857,2012,"Action, Crime, Thriller",86,nm1970885,"nm0005068, nm0825805, nm0265492",3.8
tt0151568,1999,"Biography, Comedy, Drama",160,nm0005139,"nm0179680, nm0002077, nm0810058",7.3
tt0111094,1994,"Comedy, Drama, Sport",101,nm0006916,"nm1900634, nm0000409, nm0001848, nm0878645, nm0809031",5.4
tt0086945,1984,"Biography, Drama, Family",110,nm0764781,"nm0000997, nm0495021",6.3
tt0056903,1963,"Comedy, Drama, War",126,nm2418763,"nm0000060, nm0000348, nm0001141",7.0
tt1142977,2012,"Animation, Comedy, Family",87,nm0000318,"nm0001573, nm0001737, nm0001445",6.9
tt7456310,2019,"Action, Thriller",118,nm0000108,"nm7712734, nm0000545, nm1812656, nm0614165",6.6
tt1422653,2010,"Crime, Mystery, Thriller",90,nm0504495,"nm0543383, nm1230639, nm0000616",3.5
tt0038381,1946,Drama,97,nm0746740,"nm0420862, nm0185883",6.2
tt7734218,2019,"Action, Comedy, Crime",93,nm0236226,"nm1176985, nm3529685, nm0000227, nm2295540",6.2
tt0062731,1968,"Comedy, Crime",105,nm0002175,"nm0001120, nm0000079, nm0001822",5.4
tt0031448,1939,"Horror, Mystery, Thriller",80,nm0485647,"nm0338901, nm0001651, nm0057412",7.5
tt0928188,2007,"Crime, Thriller",87,nm2487672,"nm0891485, nm0118568, nm0005517",4.7
tt0089471,1987,Adventure,89,"nm0231306, nm0605155","nm0515941, nm0908914",5.3
tt0055074,1961,"Comedy, Romance, War",98,nm0916131,"nm0000053, nm0916131, nm0405054",6.0
tt0029661,1937,Drama,66,nm0782707,"nm0926599, nm0263004, nm0832011",6.4
tt8563656,2019,"Action, Comedy, Horror",93,nm3199492,"nm4503725, nm2072214",5.9
tt0398808,2007,"Drama, Family, Fantasy",96,nm0190780,"nm1242688, nm1455681, nm0221046",7.1
tt0049083,1955,"Action, Drama, War",97,nm0001207,"nm0001207, nm1266030, nm0116932",6.6
tt0105450,1992,"Crime, Drama",98,nm0027465,"nm0687625, nm0591528, nm0081880",6.8
tt0489282,2008,"Adventure, Comedy",87,nm0937748,"nm0001872, nm0184445, nm1706767, nm0373571",5.3
tt0112764,1995,"Action, Sci-Fi, Thriller",90,nm0409079,"nm0001108, nm0400117, nm0808525",3.4
tt0062493,1967,"Crime, Drama",90,nm0339516,"nm0015830, nm0665157, nm0892587",2.2
tt0139615,1998,Drama,100,nm0505660,"nm0931654, nm0812308, nm0540395, nm0933741",7.1
tt1220622,2009,"Adventure, Comedy, Drama",95,"nm1740299, nm1828317","nm1740299, nm0056876",4.9
tt2188967,2012,Fantasy,95,nm0794779,"nm3635238, nm5096270, nm5096697, nm4858248, nm1547713",3.4
tt0482461,2010,"Comedy, Drama, Romance",95,nm0195476,"nm9807324, nm0339460",5.9
tt0145464,1989,"Action, Thriller",84,nm0709527,"nm0152200, nm0404663",4.4
tt1221356,2008,"Horror, Romance",103,nm1109991,"nm0173122, nm2818645",5.2
tt3125324,2014,"Drama, Music, Romance",116,nm0697656,"nm1813221, nm1676649, nm0000378",6.9
tt0405325,2005,"Adventure, Comedy, Family",100,nm2396944,"nm0029400, nm0000621, nm0000593, nm1263939",6.2
tt0094061,1987,"Crime, Drama, Horror",88,nm0002240,"nm0001464, nm0263760",4.9
tt0067180,1971,"Comedy, Drama",105,nm0733476,"nm0001768, nm0948772, nm0342732",6.0
tt0183523,2000,"Adventure, Sci-Fi, Thriller",114,nm0000361,"nm0000641, nm0000209, nm0000332",5.7
tt0342508,2003,"Horror, Mystery, Thriller",106,nm0956205,"nm0001418, nm0004995, nm1015262, nm4106668",4.9
tt2314036,2014,Drama,91,nm3990510,"nm2328697, nm4540799, nm5552458, nm4230926, nm3217416",5.3
tt1091722,2009,"Comedy, Drama, Romance",107,nm0609549,"nm0251986, nm0771414, nm1760272",6.8
tt0180837,2000,"Comedy, Romance, Drama",95,nm0000853,"nm0001388, nm0265155, nm0096542, nm0088614",6.2
tt1496025,2012,"Action, Fantasy, Horror",88,"nm0617523, nm0825407","nm0000295, nm0001653, nm1013003",6.4
tt0278500,2002,"Comedy, Drama, Romance",97,nm2711521,"nm0000391, nm0000147, nm0640323, nm0000702",6.8
tt0050837,1957,"Adventure, Family, Fantasy",75,"nm0448949, nm0942723",nm0382548,6.8
tt0033224,1940,Comedy,66,nm0166836,"nm0001890, nm0521937, nm0610253",5.5
tt0023196,1931,"Crime, Drama, Romance",89,nm0280463,"nm0001256, nm0003895, nm0000859",6.6
tt0026139,1935,"Comedy, Music",82,nm0000923,"nm0113873, nm0245304, nm0255012, nm0307326",6.2
tt1294226,2010,"Drama, Music, Romance",108,nm1455688,"nm1415323, nm0001427, nm1544100, nm2955013",6.0
tt0233536,1985,"Horror, Thriller",86,nm0565505,"nm0390296, nm0154882, nm0190129, nm0093697",4.0
tt1527813,2011,Drama,85,nm3598576,"nm0001277, nm0973177, nm0254363, nm0377034",6.3
tt0120903,2000,"Action, Adventure, Sci-Fi",104,nm0001741,"nm0413168, nm0001772, nm0005212",7.4
tt1316616,2011,"Biography, Drama, War",122,nm0423646,"nm1214435, nm0004747, nm0779084, nm0763928",5.8
tt5973626,2016,"Animation, Action, Adventure",78,nm3262328,"nm0001842, nm0911431, nm0628325",6.8
tt0034379,1941,"Comedy, Musical, Romance",81,nm0485943,"nm0269647, nm0000544, nm0668362",6.6
tt0037865,1945,"Drama, Film-Noir, Romance",110,nm0821472,"nm0000074, nm0664273",7.6
tt0119314,1998,"Drama, Romance, Western",169,nm0000602,"nm0000602, nm0000218, nm0000554",6.6
tt0077199,1978,"Comedy, Family, Sport",91,nm0077587,"nm0000348, nm0355097, nm0423663",3.7
tt0029656,1937,"Crime, Drama, Film-Noir",94,nm0886754,"nm0000075, nm0313438, nm0867144",6.4
tt0381469,2002,Action,97,nm0004365,"nm0004365, nm0000997, nm0143378, nm0000987",4.3
tt1759744,2018,"Biography, Crime, Drama",110,nm0366004,"nm2356940, nm5116939",5.8
tt0286741,1995,"Comedy, Drama, Romance",84,nm0072412,"nm0001457, nm0000405",5.1
tt6411322,2017,Musical,128,nm8208634,"nm0088298, nm3904834, nm5415910",7.4
tt0479537,2006,"Action, Drama, Thriller",115,nm1204568,"nm0000553, nm0000112, nm0000699, nm0075359",6.7
tt2630096,2013,"Comedy, Drama",91,nm2035204,"nm1557449, nm1410105, nm5213356",6.3
tt1723122,2012,"Comedy, Drama, Family",79,nm2621950,"nm1049461, nm4071801",8.8
tt0071115,1974,"Drama, Romance",112,nm0000217,"nm0070592, nm0000995, nm0527501",7.3
tt0114448,1995,Action,97,nm0004365,"nm0641509, nm0173411, nm0146767",4.7
tt0105395,1993,Action,100,nm0015941,"nm0001866, nm0001881, nm0951420",5.4
tt0026507,1935,"Comedy, Romance, Musical",97,nm2527317,"nm0690507, nm0000020, nm0089314",5.4
tt0867464,2008,"Drama, Thriller",93,nm0539354,"nm0005346, nm0000538, nm0005171, nm0308289",4.2
tt0086361,1983,"Drama, Music, Romance",93,nm0000230,"nm0000237, nm0722407, nm0001370, nm0409481",4.7
tt0376196,2005,"Drama, Mystery, Thriller",93,nm0063511,"nm0000501, nm0005112, nm0001616",5.8
tt0067601,1972,"Drama, Horror, Thriller",105,nm0404014,"nm0000511, nm0455133, nm0006981",5.8
tt0039483,1947,Musical,104,nm0045800,"nm0369792, nm0828603, nm0829643",6.8
tt0049314,1956,"Comedy, Musical, Romance",111,nm0910199,"nm0001078, nm0000038, nm0000069",7.0
tt0032530,1940,"Action, Adventure, Crime",61,nm0342417,"nm0245304, nm0532997, nm0485439",6.0
tt1634122,2011,"Action, Adventure, Comedy",101,nm2711521,"nm0054087, nm0000100, nm0407033, nm2284961",6.3
tt0091306,1986,"Comedy, Romance, Thriller",105,nm0001508,"nm0000155, nm2483311, nm0939801",5.9
tt0092906,1987,Horror,77,nm0002340,"nm0930787, nm0330069",6.3
tt2690634,2018,"Comedy, Drama",90,nm2723497,"nm1412974, nm2567203, nm3857399",6.2
tt0050336,1957,Western,88,nm0776838,"nm0837959, nm0641454",6.0
tt0032221,1940,Western,125,nm0749484,"nm0000795, nm0390279, nm0929925",6.7
tt1516541,2009,Drama,105,nm1871393,"nm3472328, nm3627186, nm3627231, nm3626845",2.8
tt0299458,2003,"Drama, Romance",108,nm0337773,"nm0773973, nm0221046, nm0924154",6.8
tt0039645,1947,"Comedy, Crime, Mystery",87,nm0637790,"nm0001362, nm0483787, nm0000048, nm0001033",6.8
tt3584496,2019,"Fantasy, Horror, Mystery",91,nm3582757,"nm7329736, nm1850901, nm6687415",5.9
tt2155319,2011,Comedy,102,nm1754496,"nm0882199, nm1754496",2.6
tt0042819,1950,"Drama, Romance",93,nm2418763,"nm0001955, nm0335048, nm0262896",6.7
tt0105236,1992,"Crime, Drama, Thriller",99,nm0000233,"nm0000172, nm0000619, nm0000514, nm0001606",8.3
tt0056693,1962,"Comedy, Drama, Music",92,nm0824306,"nm0355246, nm0194357, nm0355256",4.4
tt2786780,2013,"Crime, Horror, Thriller",87,nm1077400,"nm0608405, nm0247579",4.2
tt0036149,1943,Comedy,57,nm0485647,"nm0000912, nm0485509, nm0026655",6.7
tt0277895,2004,"Drama, Sport",105,nm0933505,"nm0001065, nm0758391, nm0001400",6.6
tt0122994,1996,"Comedy, Drama",87,nm0364582,"nm1003947, nm0089841, nm1309753",7.0
tt1907688,2014,"Crime, Drama, Thriller",90,nm3267498,"nm4428040, nm0005554, nm0021835",4.4
tt0028661,1937,"Comedy, Drama, Romance",103,nm0002188,"nm0001076, nm0867144",6.2
tt0041967,1949,"Crime, Drama, Film-Noir",88,nm0374702,"nm0000007, nm0461594",6.4
tt0027345,1936,Drama,90,nm0693281,"nm0643353, nm0000731",6.3
tt1046947,2008,"Drama, Romance",93,nm0394199,"nm0000163, nm0000668",6.6
tt0025422,1934,"Drama, Romance",61,"nm0337586, nm0005847","nm0001766, nm0604656, nm0007220, nm0847939",6.1
tt2234155,2013,Comedy,119,nm0506613,"nm0000681, nm0005562, nm0126284",6.3
tt0052047,1958,"Action, Comedy, Romance",103,nm0652631,"nm0001362, nm0272794, nm0001179, nm0405054, nm0002545",5.8
tt0331327,1980,Western,90,nm0662981,"nm0662981, nm0133310",4.3
tt0249846,2003,Drama,96,nm0414337,"nm0895308, nm0005459, nm0005342",6.0
tt1270286,2009,Drama,120,nm0061982,"nm1357477, nm1670304, nm2647119, nm0189589",6.9
tt1748113,2011,Drama,59,nm0001325,"nm0578815, nm4436672, nm4110523, nm3484807, nm0631621",6.7
tt0026008,1934,"Drama, History, Romance",104,nm0285713,"nm0140914, nm0867144, nm0219666, nm0750079, nm0237571",6.1
tt4357394,2018,"Sci-Fi, Thriller",97,nm1730090,"nm2140860, nm4534098, nm0000198, nm3834777",5.8
tt0054847,1961,"Biography, Drama, History",182,nm0542649,"nm0000032, nm0000047, nm0885203",7.2
tt0034409,1941,"Comedy, Musical, Romance",88,nm0485647,"nm0000001, nm0000028, nm0070361",6.8
tt4943620,2017,"Drama, Horror",89,"nm3980314, nm7529356","nm1567409, nm4586724, nm4872588",3.9
tt0338216,2007,"Drama, Romance, Sport",124,nm0000436,"nm0813902, nm0051509, nm0764445",5.9
tt0101775,1991,"Comedy, Drama, Fantasy",103,nm0429517,"nm0000121, nm0562201, nm0556850, nm0001513",6.0
tt0023943,1933,"Comedy, Musical",90,"nm0730018, nm0736778","nm0454651, nm0865298",7.2
tt0097880,1989,"Action, Crime, Drama",98,nm0770918,"nm0000243, nm0289040, nm0000211",6.0
tt1626139,2011,Horror,90,nm0731826,"nm0731826, nm0973729, nm0831106, nm0465664",4.5
tt4158876,2016,"Comedy, Drama",97,nm9215150,"nm0687146, nm0788340, nm0925966",6.8
tt1451433,2009,"Comedy, Drama",149,"nm1390287, nm3494982","nm1390287, nm1873372, nm3314858",4.5
tt0097368,1989,"Drama, Horror, Sci-Fi",105,nm0906901,"nm0000655, nm0001879, nm0724673, nm0315288, nm0003964",5.1
tt0093676,1987,"Horror, Thriller",95,nm0612730,"nm0098733, nm0000105, nm0708784, nm0823983",4.1
tt0039053,1946,Comedy,90,nm0124878,"nm0604605, nm0504125, nm0007217",6.4
tt1985017,2012,"Drama, Mystery, Sci-Fi",111,nm0003289,"nm0046033, nm0000892, nm0135589",5.3
tt0083530,1982,"Comedy, Sci-Fi",85,nm0277946,"nm0000978, nm0000994, nm0175200, nm0001800",6.2
tt0284045,2002,"Crime, Horror",90,nm0101304,"nm0000929, nm0004798, nm0001066",3.2
tt0222020,2000,"Action, Adventure, Drama",94,nm0676248,"nm0098372, nm0924204, nm0000373, nm0731772",3.1
tt0101256,1991,Horror,93,nm0691061,"nm0416415, nm0039734, nm0639913, nm0571639, nm0752675",4.3
tt0081398,1980,"Biography, Drama, Sport",129,nm0000217,"nm0000134, nm0001550",8.2
tt0062844,1967,"Biography, Drama, History",140,nm0802563,"nm0001727, nm0881829, nm0362249",5.8
tt0445927,2005,Drama,77,nm1469160,"nm1056583, nm1194488, nm1321330",5.6
tt0063462,1967,"Comedy, Music",88,nm0000316,"nm0609216, nm0000698, nm0790071",7.6
tt1444270,2011,"Comedy, Romance",93,nm0213100,"nm1497940, nm1324246, nm0222643",3.5
tt4179040,2015,"Drama, Horror, Thriller",99,nm0583675,"nm0720671, nm0776934",5.5
tt0039647,1947,"Biography, Musical",101,nm0124878,"nm0604605, nm0006428, nm0454448",6.4
tt0051064,1959,"Horror, Sci-Fi",73,nm0912876,"nm0838042, nm0896124",3.0
tt0448022,2011,"Drama, Romance",108,nm0926592,"nm0629697, nm1938755, nm0173735",6.6
tt0091462,1987,"Action, Crime, Horror",92,nm0386100,"nm0454313, nm0324031, nm0422381, nm0780633, nm0101327",4.4
tt0073773,1975,"Crime, Drama",88,nm0872809,"nm2193912, nm0386145, nm0768506",5.4
tt0361696,2004,"Family, Music, Musical",107,nm1968080,"nm0240381, nm1268888, nm0001418, nm1048128",5.9
tt0047013,1954,"Action, Adventure, Drama",100,nm0368871,"nm0000011, nm0001333, nm0001847",6.7
